Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2013","2013","kg","1.85","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2017","2017","kg","2.68","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2021","2021","kg","4.21","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2010","2010","kg","0.86","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2013","2013","kg","0.66","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2017","2017","kg","0.62","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2021","2021","kg","0.61","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2010","2010","kg","5.63","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2013","2013","kg","2.2","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2017","2017","kg","1.95","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2021","2021","kg","1.79","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2010","2010","kg","0.15","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2013","2013","kg","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2017","2017","kg","0.15","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2021","2021","kg","0.14","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2010","2010","kg","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2013","2013","kg","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2017","2017","kg","0.08","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2021","2021","kg","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2010","2010","kg","0.5","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2013","2013","kg","0.47","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2017","2017","kg","0.55","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2021","2021","kg","0.54","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2010","2010","kg","0.24","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2013","2013","kg","0.63","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2017","2017","kg","1.78","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2021","2021","kg","1.52","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2010","2010","kg","28.61","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2013","2013","kg","65.06","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2017","2017","kg","68.41","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2021","2021","kg","76.45","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2010","2010","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2013","2013","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2017","2017","kg","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2021","2021","kg","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2010","2010","kg","0.69","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2013","2013","kg","0.58","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2017","2017","kg","0.64","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2021","2021","kg","0.57","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2010","2010","kg","1.38","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2013","2013","kg","2.37","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2017","2017","kg","2.35","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2021","2021","kg","3.08","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2010","2010","kg","0.24","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2013","2013","kg","0.35","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2017","2017","kg","0.25","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2021","2021","kg","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2765","Crustaceans","2010","2010","kg","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2765","Crustaceans","2013","2013","kg","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2765","Crustaceans","2017","2017","kg","0.07","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2765","Crustaceans","2021","2021","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2766","Cephalopods","2010","2010","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2766","Cephalopods","2013","2013","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2766","Cephalopods","2017","2017","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2766","Cephalopods","2021","2021","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2767","Molluscs, Other","2010","2010","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2767","Molluscs, Other","2013","2013","kg","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2767","Molluscs, Other","2017","2017","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2767","Molluscs, Other","2021","2021","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2010","2010","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2013","2013","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2017","2017","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","262","Djibouti","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2021","2021","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2010","2010","kg","11.68","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2013","2013","kg","11.63","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2017","2017","kg","10.5","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2021","2021","kg","6.26","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2010","2010","kg","1.38","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2013","2013","kg","1.36","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2017","2017","kg","0.93","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2021","2021","kg","0.64","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2010","2010","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2013","2013","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2017","2017","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2021","2021","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2010","2010","kg","10.99","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2013","2013","kg","12.59","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2017","2017","kg","15.27","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2021","2021","kg","21.34","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2010","2010","kg","0.86","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2013","2013","kg","0.87","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2017","2017","kg","1.18","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2021","2021","kg","0.87","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2010","2010","kg","2.57","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2013","2013","kg","3.57","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2017","2017","kg","4.35","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2021","2021","kg","1.66","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2010","2010","kg","2.01","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2013","2013","kg","1.71","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2017","2017","kg","1.36","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2021","2021","kg","1.11","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2010","2010","kg","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2013","2013","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2017","2017","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2021","2021","kg","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2010","2010","kg","0.3","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2013","2013","kg","0.3","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2017","2017","kg","0.25","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2021","2021","kg","0.14","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2010","2010","kg","2.45","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2013","2013","kg","3.97","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2017","2017","kg","4.05","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2021","2021","kg","4.03","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2010","2010","kg","54.41","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2013","2013","kg","48.98","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2017","2017","kg","45.98","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2021","2021","kg","49.32","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2010","2010","kg","11.26","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2013","2013","kg","12.21","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2017","2017","kg","12.82","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2761","Freshwater Fish","2021","2021","kg","14.03","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2010","2010","kg","3.13","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2013","2013","kg","3.23","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2017","2017","kg","4.57","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2762","Demersal Fish","2021","2021","kg","5.38","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2010","2010","kg","3.95","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2013","2013","kg","3.14","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2017","2017","kg","4.08","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2763","Pelagic Fish","2021","2021","kg","5.05","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2010","2010","kg","0.75","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2013","2013","kg","0.28","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2017","2017","kg","0.14","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2764","Marine Fish, Other","2021","2021","kg","0.31","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2765","Crustaceans","2010","2010","kg","0.81","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2765","Crustaceans","2013","2013","kg","0.38","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2765","Crustaceans","2017","2017","kg","0.27","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2765","Crustaceans","2021","2021","kg","0.41","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2766","Cephalopods","2010","2010","kg","0.11","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2766","Cephalopods","2013","2013","kg","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2766","Cephalopods","2017","2017","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2766","Cephalopods","2021","2021","kg","0.09","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2767","Molluscs, Other","2010","2010","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2767","Molluscs, Other","2013","2013","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2767","Molluscs, Other","2017","2017","kg","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2767","Molluscs, Other","2021","2021","kg","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2010","2010","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2013","2013","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2017","2017","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","818","Egypt","645","Food supply quantity (kg/capita/yr)","S2769","Aquatic Animals, Others","2021","2021","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2010","2010","kg","17.07","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2013","2013","kg","17.1","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2017","2017","kg","17.73","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2731","Bovine Meat","2021","2021","kg","15.77","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2010","2010","kg","2.17","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2013","2013","kg","2.03","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2017","2017","kg","2","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2732","Mutton & Goat Meat","2021","2021","kg","1.92","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2010","2010","kg","1.7","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2013","2013","kg","2.65","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2017","2017","kg","2.47","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2733","Pigmeat","2021","2021","kg","1.88","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2010","2010","kg","6.18","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2013","2013","kg","6.78","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2017","2017","kg","6.69","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2734","Poultry Meat","2021","2021","kg","7.07","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2010","2010","kg","0.24","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2013","2013","kg","0.23","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2017","2017","kg","0.26","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2735","Meat, Other","2021","2021","kg","0.48","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2010","2010","kg","2.08","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2013","2013","kg","2.84","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2017","2017","kg","2.65","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2736","Offals, Edible","2021","2021","kg","2.62","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2010","2010","kg","0.24","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2013","2013","kg","0.24","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2017","2017","kg","0.22","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2740","Butter, Ghee","2021","2021","kg","0.22","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2010","2010","kg","0.39","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2743","Cream","2013","2013","kg","0.38","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2010","2010","kg","0.41","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2013","2013","kg","0.44","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2017","2017","kg","0.84","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2737","Fats, Animals, Raw","2021","2021","kg","1.24","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2010","2010","kg","1.65","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2013","2013","kg","1.63","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2017","2017","kg","1.95","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2744","Eggs","2021","2021","kg","1.51","E","Estimated value"
"FBS","Food Balances (2010-)","748","Eswatini","645","Food supply quantity (kg/capita/yr)","S2848","Milk - Excluding Butter","2010","2010","kg","49.67","E","Estimated value"
